survey_id,building_name,office_spending_space,personal_workspace,in_out_office,work_building_name,window_distance,exterior_view,sky_view,Parking_view,other_buildings_view,trees_view,other_view,other_view_description,exterior_window_direction,building_floor,workspace_rating,thermal_condition,cool_rating,warm_rating,temperature_alter_ability,temperature_satisfaction,clothing_layers_need,outside_brake_need,temperature_fluctuations_day,temperature_fluctuations_season,fan_usage,leave_workspace,temperature_effect_productivity,afternoon_bright,computer_screen_glare,evening_dark,task_light_usage,unnecessary_lighting,lighting_effect_productivity,blinds_control,overhead_lighting_control,task_light_control,temperature_control,air_quality_control,other_control,no_control,hours_spend,work_time,work_type,work_building_tenure,workspace_tenure,age_range,gender
13957465,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,Yes,Yes,,Yes,,,,Facing south (or southeast or southwest),5 to 9,4.0,2.0,2.0,,4.0,4.0,Never,Sometimes,Rarely,Sometimes,Always,Never,4,Sometimes,Rarely,Never,Never,Never,4,Yes,,Yes,,,,Yes,More than 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,31 - 40,Male
13957468,A,Outside,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,Yes,Yes,,,,,,Facing south (or southeast or southwest),5 to 9,3.0,5.0,2.0,2.0,0.0,4.0,Never,Never,Never,Never,Never,Never,3 = Neutral,Never,,Never,Never,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,"Reading, seated",Less than 1 year,Less than 1 year,31 - 40,Male
13957471,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,6 - 10 feet,No,,,Yes,,,,I don’t know,5 to 9,,1.0,5.0,1.0,1.0,,Most of the time,Most of the time,Always,Always,Never,Most of the time,1 = Greatly decreses my productivity,Never,Never,Never,Never,Never,3 = Neutral,,,,,,,Yes,21 - 40 hours,All day,Typing,1 - 5 years,1 - 5 years,41 - 50,Female
13957476,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),No,A,0 - 5 feet,Yes,Yes,Yes,Yes,Yes,,,I don’t know,10 or above,5.0,1.0,1.0,1.0,0.0,5.0,Never,Rarely,Never,Rarely,Never,Rarely,4,Never,Never,Never,Never,Never,5 = Greatly inrceases my productivity,,,,,,,Yes,21 - 40 hours,All day,"Reading, seated",Less than 1 year,Less than 1 year,41 - 50,Male
13957486,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,11 - 15 feet,,Yes,,,,,,Facing north (or northeast or northwest),10 or above,5.0,5.0,2.0,3.0,3.0,4.0,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,3 = Neutral,Never,Never,Never,Never,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,41 - 50,Male
13957492,A,Personal workspace,Enclosed Office: private,Yes,A,16 feet or more,No,Yes,Yes,Yes,,,,Facing south (or southeast or southwest),5 to 9,3.0,3.0,2.0,2.0,3.0,3.0,Rarely,Never,Never,Sometimes,Never,Never,3 = Neutral,Never,Never,Never,Rarely,Never,3 = Neutral,,,,Yes,,,,More than 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,41 - 50,Male
13957499,A,Personal workspace,Enclosed Office: private,Yes,A,11 - 15 feet,Yes,,,Yes,,,,Facing west,10 or above,4.0,3.0,2.0,4.0,2.0,3.0,Never,Rarely,Rarely,Sometimes,Never,Never,4,Rarely,,Never,Rarely,Never,4,,Yes,Yes,,,,,21 - 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,41 - 50,Male
13957523,A,Small conference room,Open Office: cubicles with high partitions (5 feet or higher),No,A,16 feet or more,No,,,Yes,,,,,1 to 4,4.0,4.0,2.0,2.0,1.0,4.0,Always,Always,Most of the time,Sometimes,Never,Sometimes,2,Never,Always,Most of the time,Always,Rarely,1 = Greatly decreases my productivity,,,Yes,,,,,More than 40 hours,Mixed (some combination of morning/afternoon/evenings),Walking about,Less than 1 year,Less than 1 year,31 - 40,Female
13957535,A,Personal workspace,Open Office: workspace in open office with no partitions,No,A,6 - 10 feet,Yes,Yes,,,,,,Facing east,10 or above,3.0,4.0,1.0,1.0,1.0,4.0,Never,Never,Rarely,Sometimes,Never,Rarely,5 = Greatly increases my productivity,Never,Sometimes,Rarely,Always,Sometimes,4,,,Yes,,,,,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,41 - 50,Male
13957548,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),No,A,6 - 10 feet,Yes,,,Yes,,,,Facing north (or northeast or northwest),10 or above,4.0,5.0,2.0,2.0,3.0,,Sometimes,Sometimes,Rarely,,Never,Rarely,4,Never,Rarely,,Never,Never,4,,,,,,,Yes,10 - 20 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Female
13957563,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,Yes,Yes,,Yes,,,,Facing south (or southeast or southwest),5 to 9,5.0,4.0,5.0,2.0,3.0,3.0,Most of the time,Always,Rarely,Sometimes,Rarely,Sometimes,3 = Neutral,Never,Rarely,Never,Never,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,51 or above,Female
13957584,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,0 - 5 feet,Yes,Yes,Yes,Yes,Yes,,,I don’t know,10 or above,4.0,1.0,5.0,1.0,0.0,1.0,Always,Always,Rarely,Never,Never,Sometimes,2,Sometimes,Sometimes,Never,Never,Never,3 = Neutral,Yes,,,,,,,More than 40 hours,All day,Typing,5+ years,1 - 5 years,21 - 30,Female
13957603,A,Personal workspace,Enclosed Office: private,Yes,A,11 - 15 feet,Yes,Yes,Yes,Yes,Yes,,,Facing north (or northeast or northwest),10 or above,5.0,5.0,2.0,2.0,0.0,4.0,Never,Never,Never,Never,Never,Never,3 = Neutral,Rarely,Never,Rarely,Never,Most of the time,3 = Neutral,,Yes,,,,,,21 - 40 hours,Mixed (some combination of morning/afternoon/evenings),Typing,1 - 5 years,Less than 1 year,51 or above,Male
13957604,A,Personal workspace,Enclosed Office: private,Yes,A,0 - 5 feet,Yes,Yes,Yes,Yes,,,,Facing east,5 to 9,5.0,4.0,1.0,1.0,2.0,4.0,Never,Never,Sometimes,Most of the time,Always,Never,3 = Neutral,Sometimes,Never,Never,Never,Sometimes,3 = Neutral,Yes,Yes,Yes,,,,,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,41 - 50,Male
13957611,A,,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,0 - 5 feet,Yes,Yes,Yes,Yes,Yes,,,Facing south (or southeast or southwest),10 or above,5.0,5.0,3.0,3.0,0.0,4.0,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,5 = Greatly increases my productivity,Rarely,Never,Never,Never,Never,4,Yes,,,,,,,More than 40 hours,All day,"Reading, seated",5+ years,5+ years,51 or above,Male
13957613,A,Personal workspace,Enclosed Office: private,Yes,A,0 - 5 feet,Yes,Yes,Yes,Yes,,,,Facing south (or southeast or southwest),5 to 9,5.0,1.0,3.0,1.0,5.0,,Rarely,Sometimes,,Sometimes,Never,Sometimes,3 = Neutral,Sometimes,Rarely,Never,Never,Never,5 = Greatly inrceases my productivity,Yes,Yes,,,,,,More than 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,51 or above,Male
13957626,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,No,,,Yes,,,,Facing west,1 to 4,2.0,1.0,1.0,5.0,1.0,,Never,Most of the time,Rarely,Rarely,Always,Always,1 = Greatly decreses my productivity,Never,Never,Never,Never,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,41 - 50,Male
13957646,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,0 - 5 feet,Yes,,,Yes,Yes,,,Facing east,10 or above,3.0,1.0,5.0,1.0,0.0,,Most of the time,Most of the time,Rarely,Rarely,Never,Sometimes,1 = Greatly decreses my productivity,Sometimes,Sometimes,Never,Never,Never,3 = Neutral,Yes,,,,,,,More than 40 hours,All day,Typing,5+ years,1 - 5 years,41 - 50,Female
13957647,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,No,,,Yes,,,,Facing north (or northeast or northwest),1 to 4,4.0,3.0,1.0,5.0,0.0,,Never,Never,Sometimes,Sometimes,Never,Rarely,3 = Neutral,Rarely,Rarely,Rarely,Never,Never,4,,,,,,,Yes,More than 40 hours,Mixed (some combination of morning/afternoon/evenings),Typing,1 - 5 years,1 - 5 years,41 - 50,Male
13957649,A,Personal workspace,Enclosed Office: private,Yes,A,16 feet or more,Yes,Yes,Yes,Yes,Yes,,,Facing east,10 or above,4.0,3.0,5.0,4.0,1.0,,Always,Most of the time,Most of the time,Always,Always,Sometimes,2,Rarely,Never,Never,Always,Never,4,Yes,Yes,Yes,,,,,More than 40 hours,All day,Typing,5+ years,1 - 5 years,51 or above,Female
13957678,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,0 - 5 feet,Yes,Yes,Yes,Yes,Yes,,,Facing west,10 or above,3.0,3.0,3.0,3.0,3.0,,Sometimes,Sometimes,Most of the time,Always,Never,Sometimes,3 = Neutral,Most of the time,Most of the time,Rarely,Never,Sometimes,2,Yes,,,,,,,More than 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,41 - 50,Female
13957680,A,Small conference room,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,6 - 10 feet,No,Yes,Yes,Yes,Yes,,,Facing east,10 or above,5.0,5.0,4.0,2.0,1.0,4.0,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,4,Never,Never,Never,Never,Never,5 = Greatly inrceases my productivity,,,,,,,Yes,21 - 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,51 or above,Female
13957681,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,6 - 10 feet,Yes,Yes,Yes,Yes,Yes,,,Facing east,10 or above,4.0,3.0,4.0,1.0,0.0,4.0,Sometimes,Never,Rarely,Rarely,Never,Sometimes,3 = Neutral,Rarely,Never,Never,Never,Never,3 = Neutral,Yes,,,,,,,21 - 40 hours,All day,Typing,Less than 1 year,Less than 1 year,21 - 30,Female
13957714,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,0 - 5 feet,Yes,,,Yes,,,,Facing north (or northeast or northwest),10 or above,3.0,4.0,3.0,3.0,4.0,4.0,Never,Never,Rarely,Rarely,Never,Never,4,Rarely,Rarely,Rarely,Never,Rarely,4,Yes,,,,,,,10 - 20 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,51 or above,Male
13957716,A,Personal workspace,Enclosed Office: private,Yes,A,0 - 5 feet,Yes,Yes,Yes,Yes,,,,Facing north (or northeast or northwest),10 or above,5.0,2.0,2.0,2.0,5.0,,Never,Never,Rarely,Rarely,Never,Rarely,5 = Greatly increases my productivity,Sometimes,Never,Never,Never,Never,5 = Greatly inrceases my productivity,Yes,,,,,,,Less than 10 hours,All day,Writing,5+ years,Less than 1 year,41 - 50,Male
13957733,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,0 - 5 feet,Yes,Yes,Yes,Yes,,,,Facing north (or northeast or northwest),10 or above,5.0,3.0,4.0,4.0,4.0,4.0,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,4,Sometimes,Most of the time,Rarely,Never,Never,4,Yes,,,,,,,21 - 40 hours,Mixed (some combination of morning/afternoon/evenings),Typing,5+ years,1 - 5 years,51 or above,Female
13957735,A,Small conference room,Open Office: cubicles with high partitions (5 feet or higher),Yes,A,16 feet or more,Yes,,Yes,,,,,I don’t know,5 to 9,3.0,2.0,5.0,2.0,1.0,,Always,Always,Rarely,Sometimes,Never,Sometimes,2,Rarely,Sometimes,Rarely,Most of the time,Rarely,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,41 - 50,Female
13957749,A,Outside,Open Office: cubicles with low partitions (lower than 5 feet),No,A,11 - 15 feet,No,,,Yes,,,,Facing south (or southeast or southwest),5 to 9,4.0,3.0,5.0,1.0,1.0,2.0,Always,Always,Sometimes,Sometimes,Never,Most of the time,1 = Greatly decreses my productivity,Rarely,Never,Sometimes,Sometimes,Never,1 = Greatly decreases my productivity,,,,,,,Yes,More than 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,31 - 40,Female
13957758,A,Personal workspace,Enclosed Office: private,No,A,6 - 10 feet,Yes,,,Yes,,,,Facing south (or southeast or southwest),10 or above,5.0,4.0,1.0,1.0,0.0,,Never,Never,Never,Sometimes,Never,Never,4,Never,Never,Never,Never,Never,4,,Yes,,,,,,More than 40 hours,All day,Typing,5+ years,1 - 5 years,41 - 50,Male
13957760,A,,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,No,,,Yes,,,,I don’t know,5 to 9,3.0,1.0,5.0,1.0,0.0,2.0,Most of the time,Most of the time,Rarely,Rarely,Never,Most of the time,2,Sometimes,Rarely,Never,Never,Sometimes,3 = Neutral,,,,,,,Yes,21 - 40 hours,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",Less than 1 year,Less than 1 year,41 - 50,Female
13957768,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,0 - 5 feet,Yes,,,Yes,,,,Facing north (or northeast or northwest),10 or above,,,,,,2.0,Never,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,2,Sometimes,Sometimes,Rarely,Never,Sometimes,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,Less than 1 year,Less than 1 year,41 - 50,Male
13957773,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,0 - 5 feet,Yes,Yes,Yes,Yes,Yes,,,Facing north (or northeast or northwest),10 or above,4.0,4.0,1.0,3.0,0.0,4.0,Never,Never,Sometimes,Sometimes,Never,Never,4,Rarely,Sometimes,Rarely,Never,Rarely,5 = Greatly inrceases my productivity,Yes,,,,,,,More than 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,41 - 50,Male
13957831,A,Other,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,0 - 5 feet,Yes,Yes,,,,,,Facing west,10 or above,2.0,4.0,1.0,1.0,1.0,5.0,Never,Never,Rarely,Rarely,Never,Never,4,Most of the time,Sometimes,Rarely,Never,Always,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,41 - 50,Male
13957875,A,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,A,0 - 5 feet,Yes,Yes,Yes,Yes,,,,Facing north (or northeast or northwest),10 or above,5.0,4.0,3.0,3.0,0.0,4.0,Never,Never,Always,Sometimes,Sometimes,Sometimes,3 = Neutral,Never,Never,Never,Sometimes,Never,3 = Neutral,Yes,,Yes,,,,,More than 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,41 - 50,Male
13957882,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,6 - 10 feet,Yes,Yes,Yes,Yes,Yes,,,Facing south (or southeast or southwest),10 or above,4.0,4.0,4.0,1.0,0.0,,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,3 = Neutral,Rarely,Rarely,Rarely,Never,Rarely,4,,,,,,,Yes,21 - 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,41 - 50,Female
13957910,A,Large conference room,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,6 - 10 feet,Yes,,,Yes,,,,Facing north (or northeast or northwest),10 or above,5.0,5.0,3.0,3.0,0.0,5.0,Never,Never,Rarely,Rarely,Never,Never,3 = Neutral,Rarely,Rarely,Rarely,Never,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,Less than 1 year,Less than 1 year,31 - 40,Male
13957919,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,No,Yes,Yes,Yes,,,,Facing south (or southeast or southwest),5 to 9,4.0,3.0,4.0,2.0,0.0,3.0,Never,Never,Rarely,Sometimes,Never,Never,3 = Neutral,Never,Never,Never,Never,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,41 - 50,Male
13957926,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,Yes,Yes,,,,,,I don’t know,10 or above,5.0,4.0,0.0,0.0,3.0,5.0,Never,Never,Sometimes,Never,Never,Rarely,4,Rarely,Rarely,Rarely,Never,Never,4,,,,,,,Yes,More than 40 hours,All day,Typing,Less than 1 year,Less than 1 year,21 - 30,Male
13957931,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,6 - 10 feet,Yes,Yes,Yes,Yes,Yes,,,Facing west,10 or above,4.0,3.0,3.0,3.0,3.0,3.0,Rarely,Never,Sometimes,Sometimes,Never,Never,3 = Neutral,Rarely,Sometimes,Rarely,Never,Never,3 = Neutral,Yes,Yes,,,,,,21 - 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,41 - 50,Male
13957943,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,Yes,Yes,Yes,Yes,,,,Facing south (or southeast or southwest),1 to 4,3.0,2.0,5.0,3.0,1.0,1.0,Always,Always,Always,Always,Never,Always,2,Most of the time,Most of the time,Never,Never,Never,3 = Neutral,Yes,,,,,,,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Female
13957963,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,16 feet or more,,Yes,,Yes,,,,I don’t know,5 to 9,4.0,4.0,3.0,2.0,4.0,4.0,Most of the time,Sometimes,Rarely,Rarely,Sometimes,Sometimes,3 = Neutral,Rarely,Rarely,Rarely,Never,Never,4,,,Yes,,,,,More than 40 hours,All day,Writing,1 - 5 years,1 - 5 years,31 - 40,Male
13953642,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,6 - 10 feet,Yes,Yes,Yes,Yes,Yes,,,Facing north (or northeast or northwest),10 or above,5.0,4.0,2.0,3.0,3.0,4.0,Never,Never,Rarely,Rarely,Rarely,Never,3 = Neutral,Never,Never,Never,Never,Never,3 = Neutral,Yes,,,,,,,21 - 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,41 - 50,Female
13953661,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,16 feet or more,Yes,,,Yes,,,,I don’t know,1 to 4,5.0,4.0,4.0,2.0,1.0,4.0,Most of the time,Rarely,Never,Sometimes,Never,Rarely,3 = Neutral,Never,Never,Never,Never,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,"Reading, seated",Less than 1 year,Less than 1 year,20 or below,Female
13953941,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,Yes,Yes,,,,,,Facing north (or northeast or northwest),5 to 9,4.0,3.0,5.0,1.0,2.0,2.0,Always,Sometimes,Rarely,Rarely,Never,Sometimes,3 = Neutral,Never,Never,Sometimes,Never,Rarely,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,41 - 50,Male
13953967,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,Yes,Yes,,,,,,Facing west,5 to 9,4.0,2.0,5.0,1.0,4.0,2.0,Always,Always,Rarely,Sometimes,Never,Most of the time,3 = Neutral,Rarely,Never,Sometimes,Never,Never,4,,,,,,,Yes,More than 40 hours,All day,Typing,Less than 1 year,Less than 1 year,21 - 30,Female
13954075,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,11 - 15 feet,Yes,Yes,,Yes,,,,Facing north (or northeast or northwest),10 or above,4.0,3.0,5.0,3.0,1.0,4.0,Sometimes,Rarely,Rarely,Most of the time,Never,Rarely,2,Rarely,Never,,Never,Never,3 = Neutral,Yes,,,,,,,More than 40 hours,All day,Typing,1 - 5 years,Less than 1 year,31 - 40,Male
13954273,A,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),No,A,6 - 10 feet,Yes,,Yes,Yes,,,,Facing south (or southeast or southwest),10 or above,4.0,2.0,5.0,1.0,0.0,2.0,Most of the time,Most of the time,Sometimes,Sometimes,Never,Sometimes,3 = Neutral,Never,Never,Never,Never,Never,3 = Neutral,,,,,,,Yes,21 - 40 hours,All day,Typing,1 - 5 years,1 - 5 years,41 - 50,Female
13954275,A,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,A,0 - 5 feet,Yes,,Yes,,,,,I don’t know,5 to 9,4.0,2.0,5.0,1.0,0.0,4.0,Always,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,2,Rarely,Sometimes,Rarely,Most of the time,Never,3 = Neutral,Yes,,,,,,,21 - 40 hours,Mixed (some combination of morning/afternoon/evenings),Typing,1 - 5 years,Less than 1 year,I prefer not to answer,Other
13954295,A,Small conference room,Open Office: cubicles with low partitions (lower than 5 feet),No,A,6 - 10 feet,Yes,Yes,,,,,,Facing south (or southeast or southwest),10 or above,5.0,5.0,1.0,1.0,0.0,5.0,Never,Never,Sometimes,Never,Never,Never,3 = Neutral,Never,Never,Never,Never,Never,5 = Greatly inrceases my productivity,,Yes,,,,,,10 - 20 hours,Mixed (some combination of morning/afternoon/evenings),Walking about,5+ years,1 - 5 years,51 or above,Male
13954315,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,16 feet or more,No,,,Yes,,,,I don’t know,5 to 9,4.0,4.0,5.0,1.0,2.0,4.0,Rarely,Rarely,Never,Rarely,Never,Rarely,4,Rarely,Rarely,Sometimes,Never,Rarely,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,Less than 1 year,Less than 1 year,21 - 30,Male
13954327,A,Personal workspace,Open Office: workspace in open office with no partitions,No,A,16 feet or more,No,,,Yes,,,,Facing north (or northeast or northwest),1 to 4,4.0,5.0,2.0,2.0,2.0,4.0,Never,Rarely,Sometimes,Never,Never,Rarely,4,Rarely,Rarely,Never,Never,Never,4,,,,,,,Yes,21 - 40 hours,All day,"Reading, seated",1 - 5 years,Less than 1 year,31 - 40,Male
13954332,A,Personal workspace,Enclosed Office: shared with other people,Yes,A,0 - 5 feet,Yes,Yes,Yes,Yes,,,,Facing north (or northeast or northwest),5 to 9,5.0,4.0,2.0,3.0,4.0,,Never,Rarely,Rarely,Sometimes,Rarely,Rarely,3 = Neutral,Never,Never,Rarely,Never,Never,4,,Yes,,,,,,21 - 40 hours,All day,Typing,Less than 1 year,Less than 1 year,21 - 30,Male
13954343,A,Large conference room,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,Yes,Yes,,Yes,,,,Facing south (or southeast or southwest),5 to 9,1.0,1.0,1.0,5.0,1.0,2.0,Never,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,2,Rarely,Never,Never,Never,Never,4,,,,,,,Yes,More than 40 hours,All day,Typing,Less than 1 year,Less than 1 year,51 or above,Male
13954362,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,Yes,,,Yes,,,,Facing west,5 to 9,4.0,4.0,2.0,3.0,3.0,3.0,Rarely,Rarely,Most of the time,Most of the time,Never,,3 = Neutral,Rarely,Rarely,Rarely,Never,Never,4,,,,,,,Yes,21 - 40 hours,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",1 - 5 years,1 - 5 years,41 - 50,Male
13954367,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),,A,6 - 10 feet,Yes,,,Yes,,,,Facing north (or northeast or northwest),10 or above,3.0,5.0,1.0,5.0,0.0,3.0,Never,Never,,Most of the time,Never,Never,3 = Neutral,Rarely,Sometimes,Sometimes,Rarely,Sometimes,3 = Neutral,Yes,,,,,,,Less than 10 hours,All day,"Reading, seated",1 - 5 years,Less than 1 year,51 or above,Male
